,ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,asjp_forms,asjp_segs
1903,Tariana-Chacon-2019-220-173_sea-1,,Tariana,Chacon-2019-220-173_sea,unihãnipãnʊka,unihãnipãnʊka,u n i h ã n i p ã n ʊ k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,u n i h a* n i p a* n u k a,a a* h i k n p u
1904,Waliperi-Chacon-2019-220-236_withpedro-1,,Waliperi,Chacon-2019-220-236_withpedro,koamɛ pʰia pedɾu,koamɛ pʰia pedɾu,k o a m ɛ + pʰ i a + p e d ɾ u,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,k o a m E  ph~ i a  p e d r u, E a d e i k m o p ph~ r u
1905,Werekena-Chacon-2019-220-236_withpedro-1,,Werekena,Chacon-2019-220-236_withpedro,Pedroipa,Pedroipa,p e d ɾ o i p a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p e d r o i p a,a d e i o p r
1906,Kumadene2-Chacon-2019-220-236_withpedro-1,,Kumadene2,Chacon-2019-220-236_withpedro,Pedɽoinai,Pedɽoinai,p e d ɽ o i n a i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p e d r o i n a i,a d e i n o p r
1907,Moliwene-Chacon-2019-220-236_withpedro-1,,Moliwene,Chacon-2019-220-236_withpedro,pedɾo inaj,pedɾo inaj,p e d ɾ o + i n a j,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p e d r o  i n a y, a d e i n o p r y
1908,Hohoodene-Chacon-2019-220-236_withpedro-1,,Hohoodene,Chacon-2019-220-236_withpedro,pedɾo inaj,pedɾo inaj,p e d ɾ o + i n a j,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p e d r o  i n a y, a d e i n o p r y
1909,Mauliene-Chacon-2019-220-236_withpedro-1,,Mauliene,Chacon-2019-220-236_withpedro,pedɾo inaj,pedɾo inaj,p e d ɾ o + i n a j,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p e d r o  i n a y, a d e i n o p r y
1910,Tariana-Chacon-2019-220-236_withpedro-1,,Tariana,Chacon-2019-220-236_withpedro,pedɾʊnɛ̃,pedɾʊnɛ̃,p e d ɾ ʊ n ɛ̃,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p e d r u n E*,E* d e n p r u
1911,Werekena-Chacon-2019-220-225_wet-1,,Werekena,Chacon-2019-220-225_wet,kotsaɽi,kotsaɽi,k o ts a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,k o ts a r i,a i k o r ts
1912,Name-Chacon-2019-220-225_wet-1,,Name,Chacon-2019-220-225_wet,poːtsia,poːtsia,p oː ts i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p o ts i a,a i o p ts
1913,Aha-Chacon-2019-220-225_wet-1,,Aha,Chacon-2019-220-225_wet,poːtsiadali,poːtsiadali,p oː ts i a d a l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p o ts i a d a l i,a d i l o p ts
1914,Oho-Chacon-2019-220-225_wet-1,,Oho,Chacon-2019-220-225_wet,potsiadale,potsiadale,p o ts i a d a l e,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p o ts i a d a l e,a d e i l o p ts
1915,Moliwene-Chacon-2019-220-225_wet-1,,Moliwene,Chacon-2019-220-225_wet,potʃiádaɽi,potʃiádaɽi,p o tʃ i a d a ɽ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p o tS i a d a r i,a d i o p r tS
1916,Kumadene2-Chacon-2019-220-225_wet-1,,Kumadene2,Chacon-2019-220-225_wet,puːtiaka,puːtiaka,p uː t i a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p u t i a k a,a i k p t u
1917,Ehe-Chacon-2019-220-225_wet-1,,Ehe,Chacon-2019-220-225_wet,puːtsiadali,puːtsiadali,p uː ts i a d a l i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p u ts i a d a l i,a d i l p ts u
1918,Tariana-Chacon-2019-220-225_wet-1,,Tariana,Chacon-2019-220-225_wet,puːtʃekanʊka,puːtʃekanʊka,p uː tʃ e k a n ʊ k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p u tS e k a n u k a,a e k n p tS u
1919,Waliperi-Chacon-2019-220-225_wet-1,,Waliperi,Chacon-2019-220-225_wet,puːtʃiakani,puːtʃiakani,p uː tʃ i a k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p u tS i a k a n i,a i k n p tS u
1920,Hohoodene-Chacon-2019-220-225_wet-1,,Hohoodene,Chacon-2019-220-225_wet,puːtʃiakɐni,puːtʃiakɐni,p uː tʃ i a k ɐ n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p u tS i a k a n i,a i k n p tS u
1921,Mauliene-Chacon-2019-220-225_wet-1,,Mauliene,Chacon-2019-220-225_wet,putʃiakani,putʃiakani,p u tʃ i a k a n i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p u tS i a k a n i,a i k n p tS u
1922,Aha-Chacon-2019-220-182_skin-1,,Aha,Chacon-2019-220-182_skin,liːa,liːa,l iː a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i a,a i l
1923,Name-Chacon-2019-220-182_skin-1,,Name,Chacon-2019-220-182_skin,liːa,liːa,l iː a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i a,a i l
1924,Oho-Chacon-2019-220-182_skin-1,,Oho,Chacon-2019-220-182_skin,liːa,liːa,l iː a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i a,a i l
1925,Kumadene1-Chacon-2019-220-182_skin-1,,Kumadene1,Chacon-2019-220-182_skin,liːamɪ,liːamɪ,l iː a m ɪ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i a m i,a i l m
1926,Ehe-Chacon-2019-220-182_skin-1,,Ehe,Chacon-2019-220-182_skin,likutsi,likutsi,l i k u ts i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i k u ts i,i k l ts u
1927,Werekena-Chacon-2019-220-182_skin-1,,Werekena,Chacon-2019-220-182_skin,maːta,maːta,m aː t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,m a t a,a m t
1928,Kumadene2-Chacon-2019-220-182_skin-1,,Kumadene2,Chacon-2019-220-182_skin,ɽiːɽo,ɽiːɽo,ɽ iː ɽ o,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i r o,i o r
1929,Hohoodene-Chacon-2019-220-182_skin-1,,Hohoodene,Chacon-2019-220-182_skin,ɽija,ɽija,ɽ i j a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i y a,a i r y
1930,Mauliene-Chacon-2019-220-182_skin-1,,Mauliene,Chacon-2019-220-182_skin,ɽija,ɽija,ɽ i j a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i y a,a i r y
1931,Waliperi-Chacon-2019-220-182_skin-1,,Waliperi,Chacon-2019-220-182_skin,ɽija,ɽija,ɽ i j a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i y a,a i r y
1932,Moliwene-Chacon-2019-220-182_skin-1,,Moliwene,Chacon-2019-220-182_skin,ɽitsótà,ɽitsótà,ɽ i ts o t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i ts o t a,a i o r t ts
1933,Tariana-Chacon-2019-220-182_skin-1,,Tariana,Chacon-2019-220-182_skin,ɾija,ɾija,ɾ i j a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i y a,a i r y
1934,Ehe-Chacon-2019-220-214_tooth-1,,Ehe,Chacon-2019-220-214_tooth,liːai,liːai,l iː a i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i a i,a i l
1935,Name-Chacon-2019-220-214_tooth-1,,Name,Chacon-2019-220-214_tooth,lieːtsa,lieːtsa,l i eː ts a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i e ts a,a e i l ts
1936,Oho-Chacon-2019-220-214_tooth-1,,Oho,Chacon-2019-220-214_tooth,lieːtsa,lieːtsa,l i eː ts a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i e ts a,a e i l ts
1937,Aha-Chacon-2019-220-214_tooth-1,,Aha,Chacon-2019-220-214_tooth,lietsa,lietsa,l i e ts a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i e ts a,a e i l ts
1938,Tariana-Chacon-2019-220-214_tooth-1,,Tariana,Chacon-2019-220-214_tooth,liɛ,liɛ,l i ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i E,E i l
1939,Werekena-Chacon-2019-220-214_tooth-1,,Werekena,Chacon-2019-220-214_tooth,naːtsi,naːtsi,n aː ts i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,n a ts i,a i n ts
1940,Kumadene2-Chacon-2019-220-214_tooth-1,,Kumadene2,Chacon-2019-220-214_tooth,noetha,noetha,n o e tʰ a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,n o e th~ a,a e n o th~
1941,Mauliene-Chacon-2019-220-214_tooth-1,,Mauliene,Chacon-2019-220-214_tooth,nuetsa,nuetsa,n u e ts a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,n u e ts a,a e n ts u
1942,Hohoodene-Chacon-2019-220-214_tooth-1,,Hohoodene,Chacon-2019-220-214_tooth,peːtsʰa,peːtsʰa,p eː tsʰ a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p e tsh~ a,a e p tsh~
1943,Kowaidakenai-Chacon-2019-220-214_tooth-1,,Kowaidakenai,Chacon-2019-220-214_tooth,ɽiai,ɽiai,ɽ i a i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i a i,a i r
1944,Dzawinai-Chacon-2019-220-214_tooth-1,,Dzawinai,Chacon-2019-220-214_tooth,ɽietsa,ɽietsa,ɽ i e ts a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i e ts a,a e i r ts
1945,Waliperi-Chacon-2019-220-214_tooth-1,,Waliperi,Chacon-2019-220-214_tooth,ɽietsʰa,ɽietsʰa,ɽ i e tsʰ a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i e tsh~ a,a e i r tsh~
1946,Moliwene-Chacon-2019-220-214_tooth-1,,Moliwene,Chacon-2019-220-214_tooth,ɽiɛtsʰa,ɽiɛtsʰa,ɽ i ɛ tsʰ a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i E tsh~ a,E a i r tsh~
1947,Ehe-Chacon-2019-220-69_feather-1,,Ehe,Chacon-2019-220-69_feather,liːdzo,liːdzo,l iː dz o,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i dz o,dz i l o
1948,Aha-Chacon-2019-220-69_feather-1,,Aha,Chacon-2019-220-69_feather,liːo,liːo,l iː o,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i o,i l o
1949,Name-Chacon-2019-220-69_feather-1,,Name,Chacon-2019-220-69_feather,liːjo,liːjo,l iː j o,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i y o,i l o y
1950,Oho-Chacon-2019-220-69_feather-1,,Oho,Chacon-2019-220-69_feather,lidzo,lidzo,l i dz o,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i dz o,dz i l o
1951,Tariana-Chacon-2019-220-69_feather-1,,Tariana,Chacon-2019-220-69_feather,litʃiaɾɛ,litʃiaɾɛ,l i tʃ i a ɾ ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i tS i a r E,E a i l r tS
1952,Moliwene-Chacon-2019-220-69_feather-1,,Moliwene,Chacon-2019-220-69_feather,ɽ̥ʰipa,ɽ̥ʰipa,ɽʰ i p a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,rh~ i p a,a i p rh~
1953,Dzawinai-Chacon-2019-220-69_feather-1,,Dzawinai,Chacon-2019-220-69_feather,ɽiːdzu,ɽiːdzu,ɽ iː dz u,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i dz u,dz i r u
1954,Kowaidakenai-Chacon-2019-220-69_feather-1,,Kowaidakenai,Chacon-2019-220-69_feather,ɽiːdʒo,ɽiːdʒo,ɽ iː dʒ o,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i dZ o,dZ i o r
1955,Kumadene2-Chacon-2019-220-69_feather-1,,Kumadene2,Chacon-2019-220-69_feather,ɽiːjo,ɽiːjo,ɽ iː j o,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i y o,i o r y
1956,Waliperi-Chacon-2019-220-69_feather-1,,Waliperi,Chacon-2019-220-69_feather,ɽinaːpɐ,ɽinaːpɐ,ɽ i n aː p ɐ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i n a p a,a i n p r
1957,Hohoodene-Chacon-2019-220-69_feather-1,,Hohoodene,Chacon-2019-220-69_feather,ɽipʰɛ,ɽipʰɛ,ɽ i pʰ ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i ph~ E,E i ph~ r
1958,Mauliene-Chacon-2019-220-69_feather-1,,Mauliene,Chacon-2019-220-69_feather,ɽipʰɛ,ɽipʰɛ,ɽ i pʰ ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i ph~ E,E i ph~ r
1959,Werekena-Chacon-2019-220-69_feather-1,,Werekena,Chacon-2019-220-69_feather,tanapi,tanapi,t a n a p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,t a n a p i,a i n p t
1960,Ehe-Chacon-2019-220-21_bark-1,,Ehe,Chacon-2019-220-21_bark,liːke,liːke,l iː k e,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i k e,e i k l
1961,Aha-Chacon-2019-220-21_bark-1,,Aha,Chacon-2019-220-21_bark,likhi,likhi,l i kʰ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i kh~ i,i kh~ l
1962,Werekena-Chacon-2019-220-21_bark-1,,Werekena,Chacon-2019-220-21_bark,maːta,maːta,m aː t a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,m a t a,a m t
1963,Oho-Chacon-2019-220-21_bark-1,,Oho,Chacon-2019-220-21_bark,natakanda,natakanda,n a t a k a n d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,n a t a k a n d a,a d k n t
1964,Name-Chacon-2019-220-21_bark-1,,Name,Chacon-2019-220-21_bark,pakoːna,pakoːna,p a k oː n a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p a k o n a,a k n o p
1965,Dzawinai-Chacon-2019-220-21_bark-1,,Dzawinai,Chacon-2019-220-21_bark,ɽi.ja,ɽi.ja,ɽ i j a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i y a,a i r y
1966,Hohoodene-Chacon-2019-220-21_bark-1,,Hohoodene,Chacon-2019-220-21_bark,ɽiːja,ɽiːja,ɽ iː j a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i y a,a i r y
1967,Kumadene2-Chacon-2019-220-21_bark-1,,Kumadene2,Chacon-2019-220-21_bark,ɽia,ɽia,ɽ i a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i a,a i r
1968,Moliwene-Chacon-2019-220-21_bark-1,,Moliwene,Chacon-2019-220-21_bark,ɽija,ɽija,ɽ i j a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i y a,a i r y
1969,Mauliene-Chacon-2019-220-21_bark-1,,Mauliene,Chacon-2019-220-21_bark,ɽija,ɽija,ɽ i j a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i y a,a i r y
1970,Waliperi-Chacon-2019-220-21_bark-1,,Waliperi,Chacon-2019-220-21_bark,ɽija,ɽija,ɽ i j a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i y a,a i r y
1971,Kowaidakenai-Chacon-2019-220-21_bark-1,,Kowaidakenai,Chacon-2019-220-21_bark,ɽja,ɽja,ɽ j a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r y a,a r y
1972,Tariana-Chacon-2019-220-21_bark-1,,Tariana,Chacon-2019-220-21_bark,ɾija,ɾija,ɾ i j a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i y a,a i r y
1973,Aha-Chacon-2019-220-4_instrumental-1,,Aha,Chacon-2019-220-4_instrumental,liːnai,liːnai,l iː n a i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i n a i,a i l n
1974,Ehe-Chacon-2019-220-4_instrumental-1,,Ehe,Chacon-2019-220-4_instrumental,liːo,liːo,l iː o,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i o,i l o
1975,Oho-Chacon-2019-220-4_instrumental-1,,Oho,Chacon-2019-220-4_instrumental,takale,takale,t a k a l e,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,t a k a l e,a e k l t
1976,Name-Chacon-2019-220-4_instrumental-1,,Name,Chacon-2019-220-4_instrumental,jo,jo,j o,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,y o,o y
1977,Oho-Chacon-2019-220-137_mouth-1,,Oho,Chacon-2019-220-137_mouth,liːnoma,liːnoma,l iː n o m a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i n o m a,a i l m n o
1978,Tariana-Chacon-2019-220-137_mouth-1,,Tariana,Chacon-2019-220-137_mouth,lihenĩ,lihenĩ,l i h e n ĩ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i h e n i*,e h i i* l n
1979,Aha-Chacon-2019-220-137_mouth-1,,Aha,Chacon-2019-220-137_mouth,linoma,linoma,l i n o m a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i n o m a,a i l m n o
1980,Ehe-Chacon-2019-220-137_mouth-1,,Ehe,Chacon-2019-220-137_mouth,linoma,linoma,l i n o m a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i n o m a,a i l m n o
1981,Name-Chacon-2019-220-137_mouth-1,,Name,Chacon-2019-220-137_mouth,linoma,linoma,l i n o m a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i n o m a,a i l m n o
1982,Mauliene-Chacon-2019-220-137_mouth-1,,Mauliene,Chacon-2019-220-137_mouth,nunuma,nunuma,n u n u m a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,n u n u m a,a m n u
1983,Werekena-Chacon-2019-220-137_mouth-1,,Werekena,Chacon-2019-220-137_mouth,nunuma,nunuma,n u n u m a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,n u n u m a,a m n u
1984,Moliwene-Chacon-2019-220-137_mouth-1,,Moliwene,Chacon-2019-220-137_mouth,ɽinuma,ɽinuma,ɽ i n u m a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i n u m a,a i m n r u
1985,Hohoodene-Chacon-2019-220-137_mouth-1,,Hohoodene,Chacon-2019-220-137_mouth,ɽinuma,ɽinuma,ɽ i n u m a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i n u m a,a i m n r u
1986,Kowaidakenai-Chacon-2019-220-137_mouth-1,,Kowaidakenai,Chacon-2019-220-137_mouth,ɽinuma,ɽinuma,ɽ i n u m a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i n u m a,a i m n r u
1987,Waliperi-Chacon-2019-220-137_mouth-1,,Waliperi,Chacon-2019-220-137_mouth,ɽinuma,ɽinuma,ɽ i n u m a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i n u m a,a i m n r u
1988,Dzawinai-Chacon-2019-220-137_mouth-1,,Dzawinai,Chacon-2019-220-137_mouth,ɽinuma,ɽinuma,ɽ i n u m a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i n u m a,a i m n r u
1989,Kumadene1-Chacon-2019-220-137_mouth-1,,Kumadene1,Chacon-2019-220-137_mouth,wanõmɐ,wanõmɐ,w a n õ m ɐ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,w a n o* m a,a m n o* w
1990,Aha-Chacon-2019-220-78_meat-1,,Aha,Chacon-2019-220-78_meat,liːpe,liːpe,l iː p e,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i p e,e i l p
1991,Name-Chacon-2019-220-78_meat-1,,Name,Chacon-2019-220-78_meat,liːpe,liːpe,l iː p e,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i p e,e i l p
1992,Oho-Chacon-2019-220-78_meat-1,,Oho,Chacon-2019-220-78_meat,liːpe,liːpe,l iː p e,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i p e,e i l p
1993,Ehe-Chacon-2019-220-78_meat-1,,Ehe,Chacon-2019-220-78_meat,liːphe,liːphe,l iː pʰ e,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i ph~ e,e i l ph~
1994,Werekena-Chacon-2019-220-78_meat-1,,Werekena,Chacon-2019-220-78_meat,miti,miti,m i t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,m i t i,i m t
1995,Kumadene2-Chacon-2019-220-78_meat-1,,Kumadene2,Chacon-2019-220-78_meat,ɽiːpe,ɽiːpe,ɽ iː p e,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i p e,e i p r
1996,Moliwene-Chacon-2019-220-78_meat-1,,Moliwene,Chacon-2019-220-78_meat,ɽiːpɛ,ɽiːpɛ,ɽ iː p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i p E,E i p r
1997,Hohoodene-Chacon-2019-220-78_meat-1,,Hohoodene,Chacon-2019-220-78_meat,ɽiːpɛ,ɽiːpɛ,ɽ iː p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i p E,E i p r
1998,Mauliene-Chacon-2019-220-78_meat-1,,Mauliene,Chacon-2019-220-78_meat,ɽiːpɛ,ɽiːpɛ,ɽ iː p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i p E,E i p r
1999,Waliperi-Chacon-2019-220-78_meat-1,,Waliperi,Chacon-2019-220-78_meat,ɽiːpɛ,ɽiːpɛ,ɽ iː p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i p E,E i p r
2000,Kumadene1-Chacon-2019-220-78_meat-1,,Kumadene1,Chacon-2019-220-78_meat,ɾiːpɛ,ɾiːpɛ,ɾ iː p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i p E,E i p r
2001,Tariana-Chacon-2019-220-78_meat-1,,Tariana,Chacon-2019-220-78_meat,ɾiːpɛ,ɾiːpɛ,ɾ iː p ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i p E,E i p r
2002,Aha-Chacon-2019-220-200_tail-1,,Aha,Chacon-2019-220-200_tail,liːtiphi,liːtiphi,l iː t i pʰ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i t i ph~ i,i l ph~ t
2003,Ehe-Chacon-2019-220-200_tail-1,,Ehe,Chacon-2019-220-200_tail,liːtiphi,liːtiphi,l iː t i pʰ i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i t i ph~ i,i l ph~ t
2004,Name-Chacon-2019-220-200_tail-1,,Name,Chacon-2019-220-200_tail,liːtipi,liːtipi,l iː t i p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i t i p i,i l p t
2005,Oho-Chacon-2019-220-200_tail-1,,Oho,Chacon-2019-220-200_tail,liːtipi,liːtipi,l iː t i p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i t i p i,i l p t
2006,Tariana-Chacon-2019-220-200_tail-1,,Tariana,Chacon-2019-220-200_tail,lipitsi,lipitsi,l i p i ts i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i p i ts i,i l p ts
2007,Werekena-Chacon-2019-220-200_tail-1,,Werekena,Chacon-2019-220-200_tail,risi,risi,ɾ i s i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i s i,i r s
2008,Hohoodene-Chacon-2019-220-200_tail-1,,Hohoodene,Chacon-2019-220-200_tail,ɽiepipe,ɽiepipe,ɽ i e p i p e,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i e p i p e,e i p r
2009,Kumadene2-Chacon-2019-220-200_tail-1,,Kumadene2,Chacon-2019-220-200_tail,ɽiphiːpi,ɽiphiːpi,ɽ i pʰ iː p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i ph~ i p i,i p ph~ r
2010,Kowaidakenai-Chacon-2019-220-200_tail-1,,Kowaidakenai,Chacon-2019-220-200_tail,ɽitipi,ɽitipi,ɽ i t i p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i t i p i,i p r t
2011,Dzawinai-Chacon-2019-220-200_tail-1,,Dzawinai,Chacon-2019-220-200_tail,ɽitipi,ɽitipi,ɽ i t i p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i t i p i,i p r t
2012,Mauliene-Chacon-2019-220-200_tail-1,,Mauliene,Chacon-2019-220-200_tail,ɾitípi,ɾitípi,ɾ i t í/i p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i t i i p i,i p r t
2013,Moliwene-Chacon-2019-220-200_tail-1,,Moliwene,Chacon-2019-220-200_tail,ɾitíʈi,ɾitíʈi,ɾ i t í/i t i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i t i i t i,i r t
2014,Aha-Chacon-2019-220-235_wing-1,,Aha,Chacon-2019-220-235_wing,liaraka,liaraka,l i a ɾ a k a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i a r a k a,a i k l r
2015,Ehe-Chacon-2019-220-235_wing-1,,Ehe,Chacon-2019-220-235_wing,liphe,liphe,l i pʰ e,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i ph~ e,e i l ph~
2016,Name-Chacon-2019-220-235_wing-1,,Name,Chacon-2019-220-235_wing,liphe,liphe,l i pʰ e,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i ph~ e,e i l ph~
2017,Oho-Chacon-2019-220-235_wing-1,,Oho,Chacon-2019-220-235_wing,liphe,liphe,l i pʰ e,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,l i ph~ e,e i l ph~
2018,Kumadene2-Chacon-2019-220-235_wing-1,,Kumadene2,Chacon-2019-220-235_wing,nunaːpukuda,nunaːpukuda,n u n aː p u k u d a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,n u n a p u k u d a,a d k n p u
2019,Hohoodene-Chacon-2019-220-235_wing-1,,Hohoodene,Chacon-2019-220-235_wing,pakaːpi,pakaːpi,p a k aː p i,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,p a k a p i,a i k p
2020,Waliperi-Chacon-2019-220-235_wing-1,,Waliperi,Chacon-2019-220-235_wing,ɽiapakawa,ɽiapakawa,ɽ i a p a k a w a,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i a p a k a w a,a i k p r w
2021,Moliwene-Chacon-2019-220-235_wing-1,,Moliwene,Chacon-2019-220-235_wing,ɽipʰɛ,ɽipʰɛ,ɽ i pʰ ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i ph~ E,E i ph~ r
2022,Mauliene-Chacon-2019-220-235_wing-1,,Mauliene,Chacon-2019-220-235_wing,ɽipʰɛ,ɽipʰɛ,ɽ i pʰ ɛ,,granadillo_ethnographic_2006;silva_discoteca_1961,,,,,r i ph~ E,E i ph~ r
